gender,id_drug_i,id_drug_j,patient,name_i,name_j,sum(len_i),sum(len_j),sum(len_ij),mean(len_ij),std(len_ij),sum(tau),class_i,class_j,ddi_description,ddi_severity,patient-drug_i,patient-drug_j,gamma-drug_ij,gamma-drug_ji,tau-norm
Male,DB00193,DB00564,870,Tramadol,Carbamazepine,1209344,269359,2943,3.38275862068966,7.93830797229219,202.561855323601,Phenol ethers,Benzazepines,Tramadol may increase the central nervous system depressant (CNS depressant) activities of Carbamazepine.,Moderate,300287,12348,0.00289722831824222,0.0704567541302235,0.232829718762759
Male,DB00252,DB01418,334,Phenytoin,Acenocoumarol,141924,2278071,3990,11.9461077844311,16.4045176100481,92.0641369167226,Azolidines,Coumarins and derivatives,Phenytoin may increase the anticoagulant activities of Acenocoumarol.,None,5491,100435,0.060826807503187,0.00332553392741574,0.275641128493181
Male,DB00196,DB01076,1625,Fluconazole,Atorvastatin,103528,4939299,2713,1.66953846153846,3.10901499395932,128.028921697245,Benzene and substituted derivatives,Pyrroles,The serum concentration of Atorvastatin can be increased when it is combined with Fluconazole.,Major,62436,209764,0.0260266512909219,0.0077468011670258,0.0787870287367662
Male,DB00472,DB00571,567,Fluoxetine,Propranolol,463462,431918,4142,7.30511463844797,13.2625175998956,158.732702012022,Benzene and substituted derivatives,Naphthalenes,The metabolism of Propranolol can be decreased when combined with Fluoxetine.,Moderate,50073,31872,0.0113234677371038,0.0177899096385542,0.279951855400392
Male,DB00973,DB01432,201,Ezetimibe,Cholestyramine,656178,41017,1340,6.66666666666667,12.4556546730123,33.7598821154081,Lactams,,Cholestyramine can cause a decrease in the absorption of Ezetimibe resulting in a reduced serum concentration and potentially a decrease in efficacy.,Moderate,32542,6176,0.00617663327392293,0.0325453367875648,0.167959612514468
Male,DB00227,DB00343,267,Lovastatin,Diltiazem,274769,662411,3850,14.4194756554307,21.8200965111088,84.1381486595009,Lactones,Benzothiazepines,The serum concentration of Lovastatin can be increased when it is combined with Diltiazem.,Major,11719,31144,0.0227835139517024,0.00857307988697662,0.315124152282775
Male,DB00741,DB01418,978,Hydrocortisone,Acenocoumarol,157074,2278071,3525,3.60429447852761,8.12868997939747,108.449713315331,Steroids and steroid derivatives,Coumarins and derivatives,,None,49045,100435,0.0199408706290142,0.00973764126051675,0.110889277418539
Male,DB01136,DB01309,196,Carvedilol,Insulin glulisine,1094573,85745,1712,8.73469387755102,12.6564474461474,35.9645230532991,Indoles and derivatives,Carboxylic Acids and Derivatives,,Moderate,38052,5211,0.00515084621044886,0.0376127422759547,0.183492464557649
Male,DB00421,DB00966,458,Spironolactone,Telmisartan,451909,637853,3474,7.58515283842795,12.4750235406523,93.3756747362001,Steroids and steroid derivatives,Benzene and substituted derivatives,The risk or severity of adverse effects can be increased when Spironolactone is combined with Telmisartan.,Major,42452,25769,0.0107886554225949,0.0177732934921805,0.203877019074673
Male,DB00571,DB01001,1535,Propranolol,Salbutamol,431918,2044159,5497,3.58110749185668,7.35146936138337,197.101960135847,Naphthalenes,Benzene and substituted derivatives,,Major,31872,386340,0.0481613955823293,0.0039731842418595,0.128405185756252
Male,DB00612,DB01067,293,Bisoprolol,Glipizide,3453335,50014,3367,11.4914675767918,15.622826278271,63.6224463467342,Benzene and substituted derivatives,Benzene and substituted derivatives,Bisoprolol may increase the hypoglycemic activities of Glipizide.,Moderate,161365,2818,0.00181575930344251,0.103974449964514,0.217141455108308
Male,DB00813,DB01118,500,Fentanyl,Amiodarone,258807,344777,1564,3.128,4.86733993018692,121.670845217336,Piperidines,Organooxygen compounds,The serum concentration of Fentanyl can be increased when it is combined with Amiodarone.,Major,40368,32842,0.0123860483551328,0.0152244077705377,0.243341690434673
Male,DB00696,DB00953,90,Ergotamine,Rizatriptan,26172,53390,180,2,2.53071025248298,32.0851118849296,Ergoline and derivatives,Indoles and derivatives,Ergotamine may increase the vasoconstricting activities of Rizatriptan.,Major,5103,8454,0.017636684303351,0.0106458481192335,0.356501243165885
Male,DB00563,DB00812,32,Methotrexate,Phenylbutazone,214730,2496,125,3.90625,5.10761212435941,5.36936935110844,Carboxylic acids and derivatives,Benzene and substituted derivatives,The serum concentration of Methotrexate can be increased when it is combined with Phenylbutazone.,Major,13712,399,0.00233372228704784,0.0802005012531328,0.167792792222139
Male,DB00363,DB00502,66,Clozapine,Haloperidol,14177,163095,371,5.62121212121212,7.69168412390971,12.0587023130797,Benzodiazepines,Organooxygen compounds,Clozapine may increase the QTc-prolonging activities of Haloperidol.,Major,884,26349,0.0746606334841629,0.00250483889331663,0.182707610804238
Male,DB00193,DB00472,1666,Tramadol,Fluoxetine,1209344,463462,5665,3.40036014405762,7.26834263605006,321.904600420225,Phenol ethers,Benzene and substituted derivatives,Fluoxetine may increase the neuroexcitatory activities of Tramadol.,Major,300287,50073,0.00554802572205923,0.0332714237213668,0.193220048271443
Male,DB00537,DB01592,1596,Ciprofloxacin,Iron,606403,136550,2085,1.30639097744361,0.93257818787911,387.091474187173,Quinolines and derivatives,Homogeneous transition metal compounds,,Moderate,372733,37054,0.00428188542468738,0.0430722728990123,0.242538517661136
Male,DB00584,DB00697,1292,Enalapril,Tizanidine,11094905,54972,4314,3.3390092879257,9.46883321354537,111.096269175856,Carboxylic acids and derivatives,Benzothiadiazoles,The risk or severity of hypotension can be increased when Tizanidine is combined with Enalapril.,Major,420229,21833,0.00307451413396029,0.0591764759767325,0.0859878244395167
Male,DB01050,DB01356,1342,Ibuprofen,Lithium cation,5273130,147832,3566,2.65722801788376,4.12051169402557,103.963369099069,Phenylpropanoic acids,Homogeneous alkali metal compounds,The serum concentration of Lithium can be increased when it is combined with Ibuprofen.,Moderate,1586173,6247,0.000846061558228516,0.214823115095246,0.0774689784642837
Male,DB00545,DB00687,19,Pyridostigmine,Fludrocortisone,24585,17643,150,7.89473684210526,12.3688440888212,6.25483987453297,Pyridines and derivatives,Steroids and steroid derivatives,The risk or severity of adverse effects can be increased when Fludrocortisone is combined with Pyridostigmine.,Moderate,1700,1176,0.0111764705882353,0.016156462585034,0.32920209865963
Male,DB01175,DB01367,273,Escitalopram,Rasagiline,678738,145113,3224,11.8095238095238,14.2800373874551,81.3072920757527,Benzene and substituted derivatives,Indanes,The risk or severity of adverse effects can be increased when Escitalopram is combined with Rasagiline.,Major,63238,6579,0.00431702457383219,0.0414956680346557,0.297828908702391
Male,DB00335,DB00343,635,Atenolol,Diltiazem,1443757,662411,4781,7.52913385826772,13.7718115515953,128.843124005573,Benzene and substituted derivatives,Benzothiazepines,Diltiazem may increase the hypotensive activities of Atenolol.,Major,72658,31144,0.00873957444465854,0.0203891600308246,0.202902557489091
Male,DB00321,DB00472,646,Amitriptyline,Fluoxetine,297000,463462,3927,6.07894736842105,12.4495243633942,176.808499710379,Dibenzocycloheptenes,Benzene and substituted derivatives,The risk or severity of adverse effects can be increased when Fluoxetine is combined with Amitriptyline.,Major,46809,50073,0.0138007648101861,0.0129011643001218,0.273697367972723
Male,DB00343,DB01166,243,Diltiazem,Cilostazol,662411,137965,2452,10.0905349794239,14.643985625569,47.0007547134017,Benzothiazepines,Quinolines and derivatives,The serum concentration of Cilostazol can be increased when it is combined with Diltiazem.,Major,31144,10690,0.00780246596455176,0.0227315247895229,0.19341874367655
Male,DB00252,DB00829,606,Phenytoin,Diazepam,141924,1536178,5725,9.44719471947195,16.4098242208858,130.429209343463,Azolidines,Benzodiazepines,The serum concentration of Phenytoin can be increased when it is combined with Diazepam.,Moderate,5491,378455,0.110362411218357,0.00160124717601828,0.215229718388553
Male,DB00404,DB01211,2502,Alprazolam,Clarithromycin,2012048,233949,2994,1.19664268585132,0.823789577329899,384.217664075666,Benzodiazepines,Organooxygen compounds,The serum concentration of Alprazolam can be increased when it is combined with Clarithromycin.,Moderate,193022,183952,0.0129622530074292,0.0136013742715491,0.153564214258859
Male,DB00612,DB01309,385,Bisoprolol,Insulin glulisine,3453335,85745,2951,7.66493506493507,10.8988933669147,70.1933360297075,Benzene and substituted derivatives,Carboxylic Acids and Derivatives,,Moderate,161365,5211,0.002385895330462,0.0738821723277682,0.182320353323916
Male,DB00338,DB00801,703,Omeprazole,Halazepam,20675857,23648,4905,6.97724039829303,11.0560367446525,131.896855104428,Benzimidazoles,Benzodiazepines,,Moderate,1180390,2386,0.000595565872296444,0.29463537300922,0.18761999303617
Male,DB00215,DB01367,358,Citalopram,Rasagiline,1187054,145113,4178,11.6703910614525,14.1689590643452,97.9671665907201,Benzene and substituted derivatives,Indanes,The risk or severity of adverse effects can be increased when Citalopram is combined with Rasagiline.,Major,111321,6579,0.00321592511745313,0.0544155646754826,0.273651303326034
Male,DB00252,DB00537,598,Phenytoin,Ciprofloxacin,141924,606403,1031,1.72408026755853,1.373031250306,45.7790980912201,Azolidines,Quinolines and derivatives,The therapeutic efficacy of Phenytoin can be decreased when used in combination with Ciprofloxacin.,Moderate,5491,372733,0.108905481697323,0.00160436559145555,0.0765536757378263
Male,DB00199,DB00641,1443,Erythromycin,Simvastatin,42614,11154281,1862,1.29036729036729,0.895874388011943,72.7337901382985,Organooxygen compounds,Lactones,The serum concentration of Simvastatin can be increased when it is combined with Erythromycin.,Major,30787,391184,0.0468704323253321,0.00368880117796229,0.0504045669704078
Male,DB00091,DB00563,97,Cyclosporine,Methotrexate,82747,214730,283,2.91752577319588,7.42976853482662,12.8507726067325,Peptidomimetics,Carboxylic acids and derivatives,The serum concentration of Methotrexate can be increased when it is combined with Cyclosporine.,Moderate,4013,13712,0.0241714428108647,0.00707409568261377,0.132482191821985
Male,DB01137,DB01592,1109,Levofloxacin,Iron,321634,136550,1403,1.26510369702435,0.689044957922679,248.24815294186,Quinolines and derivatives,Homogeneous transition metal compounds,The serum concentration of Levofloxacin can be decreased when it is combined with Iron.,Moderate,195141,37054,0.00568307019027267,0.0299292923840881,0.223848650082831
Male,DB00370,DB00674,203,Mirtazapine,Galantamine,532472,95984,2172,10.6995073891626,13.768717224693,60.6026423725464,Piperazinoazepines,Amaryllidaceae alkaloids,,Moderate,47355,5120,0.00428677014042868,0.0396484375,0.298535184101214
Male,DB00682,DB01137,573,Warfarin,Levofloxacin,154725,321634,830,1.44851657940663,1.92868085969486,57.5000953500095,Coumarins and derivatives,Quinolines and derivatives,Levofloxacin may increase the anticoagulant activities of Warfarin.,Major,9901,195141,0.0578729421270579,0.00293633833996956,0.100349206544519
Male,DB00661,DB01356,106,Verapamil,Lithium cation,220782,147832,856,8.07547169811321,13.3834995161651,27.4623272164168,Benzene and substituted derivatives,Homogeneous alkali metal compounds,Verapamil may increase the neurotoxic activities of Lithium.,Moderate,10646,6247,0.00995679128311103,0.0169681447094605,0.259078558645442
Male,DB00451,DB00682,292,Levothyroxine,Warfarin,706685,154725,1913,6.5513698630137,7.62889908242404,59.7511083645676,Carboxylic acids and derivatives,Coumarins and derivatives,Levothyroxine may increase the anticoagulant activities of Warfarin.,Moderate,51021,9901,0.0057231336116501,0.0294919705080295,0.2046270834403
Male,DB00564,DB01238,156,Carbamazepine,Aripiprazole,269359,160003,1821,11.6730769230769,17.6409214379845,37.9040508979122,Benzazepines,Diazinanes,The serum concentration of Aripiprazole can be decreased when it is combined with Carbamazepine.,Moderate,12348,11683,0.0126336248785228,0.0133527347427887,0.242974685243027
Male,DB00176,DB00370,198,Fluvoxamine,Mirtazapine,87908,532472,1891,9.55050505050505,16.0634836619534,59.8980938392991,Benzene and substituted derivatives,Piperazinoazepines,The risk or severity of adverse effects can be increased when Fluvoxamine is combined with Mirtazapine.,Major,4914,47355,0.0402930402930403,0.00418118466898955,0.302515625451005
Male,DB00635,DB00682,714,Prednisone,Warfarin,828038,154725,2178,3.05042016806723,5.21570947706617,105.142573460633,Steroids and steroid derivatives,Coumarins and derivatives,Prednisone may increase the anticoagulant activities of Warfarin.,Moderate,305977,9901,0.00233350872778019,0.0721139278860721,0.147258506247385
Male,DB00537,DB01367,642,Ciprofloxacin,Rasagiline,606403,145113,1018,1.58566978193146,1.16218912404681,42.7846093176277,Quinolines and derivatives,Indanes,,Major,372733,6579,0.00172241255805094,0.0975832193342453,0.0666426936411647
Male,DB00438,DB00684,3,Ceftazidime,Tobramycin,155,627,3,1,0,2.33333333333333,Lactams,Organooxygen compounds,,Moderate,130,412,0.0230769230769231,0.00728155339805825,0.777777777777778
Male,DB00335,DB01307,417,Atenolol,Insulin detemir,1443757,259270,3703,8.88009592326139,12.4890341126806,80.9869312346312,Benzene and substituted derivatives,Carboxylic Acids and Derivatives,,Moderate,72658,14375,0.00573921660381513,0.0290086956521739,0.194213264351634
Male,DB00472,DB01136,559,Fluoxetine,Carvedilol,463462,1094573,5168,9.24508050089445,14.9111721106071,137.976016313701,Benzene and substituted derivatives,Indoles and derivatives,The metabolism of Carvedilol can be decreased when combined with Fluoxetine.,Moderate,50073,38052,0.011163700996545,0.014690423630821,0.246826505033454
Male,DB00404,DB00564,620,Alprazolam,Carbamazepine,2012048,269359,5081,8.19516129032258,16.0018872818607,133.971864267088,Benzodiazepines,Benzazepines,The metabolism of Alprazolam can be increased when combined with Carbamazepine.,Moderate,193022,12348,0.00321206909056999,0.050210560414642,0.21608365204369
Male,DB00912,DB01241,558,Repaglinide,Gemfibrozil,521241,935789,4171,7.47491039426523,11.161065689927,106.996537016863,Piperidines,Phenol ethers,The serum concentration of Repaglinide can be increased when it is combined with Gemfibrozil.,Major,30969,64650,0.018018018018018,0.00863109048723898,0.191750066338465
Male,DB01147,DB01418,1301,Cloxacillin,Acenocoumarol,127852,2278071,1471,1.13066871637202,0.473762613566003,67.682260317105,Carboxylic acids and derivatives,Coumarins and derivatives,Cloxacillin may decrease the anticoagulant activities of Acenocoumarol.,None,109559,100435,0.0118748802015352,0.0129536516154727,0.0520232592752536
Male,DB00571,DB01016,429,Propranolol,Glyburide,431918,607098,3478,8.10722610722611,11.000962956902,94.2591366068704,Naphthalenes,Benzene and substituted derivatives,Propranolol may increase the hypoglycemic activities of Glyburide.,Moderate,31872,38080,0.0134600903614458,0.011265756302521,0.219718267148882
Male,DB00564,DB01104,361,Carbamazepine,Sertraline,269359,809964,3874,10.7313019390582,17.9289443427295,87.9527184949273,Benzazepines,Tetralins,The metabolism of Carbamazepine can be decreased when combined with Sertraline.,Moderate,12348,69905,0.0292355037252996,0.00516415134825835,0.243636339321128
Male,DB00695,DB00798,253,Furosemide,Gentamicin,2248494,3951,382,1.5098814229249,1.65138866100419,31.0286364455787,Benzene and substituted derivatives,Organooxygen compounds,The serum concentration of Gentamicin can be increased when it is combined with Furosemide.,Major,171992,2481,0.00147099865110005,0.101975010076582,0.122642831800707
Male,DB00214,DB00328,660,Torasemide,Indomethacin,926310,188571,2007,3.04090909090909,6.8240287157086,92.3202253558223,Pyridines and derivatives,Indoles and derivatives,The therapeutic efficacy of Torasemide can be decreased when used in combination with Indomethacin.,Moderate,58984,51521,0.0111894751118948,0.0128103103588828,0.139879129327004
Male,DB00563,DB01050,1758,Methotrexate,Ibuprofen,214730,5273130,5286,3.00682593856655,5.26399903862273,204.941754644807,Carboxylic acids and derivatives,Phenylpropanoic acids,The serum concentration of Methotrexate can be increased when it is combined with Ibuprofen.,Major,13712,1586173,0.128208868144691,0.00110832803231426,0.116576652243917
Male,DB00537,DB00682,722,Ciprofloxacin,Warfarin,606403,154725,1024,1.41828254847645,1.18220665716693,75.2114470313716,Quinolines and derivatives,Coumarins and derivatives,,Major,372733,9901,0.00193704340640619,0.0729219270780729,0.104170979267828
Male,DB01098,DB01241,492,Rosuvastatin,Gemfibrozil,455993,935789,3884,7.89430894308943,12.8713281252884,89.5082873461569,Diazines,Phenol ethers,The risk or severity of rhabdomyolysis. myoglobinuria. and elevated creatine kinase (CPK) can be increased when Gemfibrozil is combined with Rosuvastatin.,Major,26892,64650,0.0182954038375725,0.00761020881670534,0.181927413305197
Male,DB00390,DB01129,424,Digoxin,Rabeprazole,381294,328188,1931,4.55424528301887,6.44539756598968,75.1085910230699,Steroids and steroid derivatives,Benzimidazoles,,Moderate,32281,40125,0.0131346612558471,0.0105669781931464,0.177142903356297
Male,DB00321,DB01001,1577,Amitriptyline,Salbutamol,297000,2044159,5799,3.67723525681674,7.79018616421793,267.245930891194,Dibenzocycloheptenes,Benzene and substituted derivatives,The risk or severity of adverse effects can be increased when Amitriptyline is combined with Salbutamol.,Moderate,46809,386340,0.0336901023307484,0.00408189677486152,0.169464762771841
Male,DB00571,DB00938,685,Propranolol,Salmeterol,431918,1485384,4660,6.8029197080292,11.5027580064626,127.340865840699,Naphthalenes,Benzene and substituted derivatives,,Major,31872,107566,0.021492218875502,0.00636818325493186,0.185899074219998
Male,DB00438,DB00479,2,Ceftazidime,Amikacin,155,297,2,1,0,1.5,Lactams,Organooxygen compounds,,Moderate,130,225,0.0153846153846154,0.00888888888888889,0.75
Male,DB01132,DB01241,231,Pioglitazone,Gemfibrozil,94564,935789,2160,9.35064935064935,13.7481378031634,47.6450042519022,Phenol ethers,Phenol ethers,The metabolism of Pioglitazone can be decreased when combined with Gemfibrozil.,Major,6038,64650,0.0382577012255714,0.00357308584686775,0.206255429661914
Male,DB00481,DB04573,12,Raloxifene,Estriol,4527,483,15,1.25,0.621581560508061,7.95833333333333,Organooxygen compounds,Steroids and steroid derivatives,,None,2623,409,0.00457491422035837,0.0293398533007335,0.663194444444444
Male,DB00682,DB00806,229,Warfarin,Pentoxifylline,154725,559548,1951,8.51965065502183,11.5331637699328,47.8340529294182,Coumarins and derivatives,Imidazopyrimidines,Pentoxifylline may increase the anticoagulant activities of Warfarin.,Moderate,9901,39660,0.0231289768710231,0.00577407967725668,0.2088823272027
Male,DB00571,DB00983,770,Propranolol,Formoterol,431918,1242675,4042,5.24935064935065,9.23385841998447,129.069251565309,Naphthalenes,Benzene and substituted derivatives,,Major,31872,140322,0.0241591365461847,0.00548737902823506,0.167622404630271
Male,DB00586,DB00630,1451,Diclofenac,Alendronic acid,1426034,253570,3684,2.53893866299104,4.84594035325133,246.535166580543,Benzene and substituted derivatives,Organic phosphonic acids and derivatives,The risk or severity of adverse effects can be increased when Diclofenac is combined with Alendronic acid.,Moderate,670187,24285,0.00216506736179604,0.0597488161416512,0.169907075520705
Male,DB00196,DB00404,1243,Fluconazole,Alprazolam,103528,2012048,1916,1.54143201930813,1.92588441966571,246.348657004936,Benzene and substituted derivatives,Benzodiazepines,The metabolism of Alprazolam can be decreased when combined with Fluconazole.,Major,62436,193022,0.019908386187456,0.00643968045093305,0.198188782787559
Male,DB01211,DB01418,1516,Clarithromycin,Acenocoumarol,233949,2278071,1901,1.25395778364116,1.40372588913005,87.0581690596706,Organooxygen compounds,Coumarins and derivatives,The metabolism of Acenocoumarol can be decreased when combined with Clarithromycin.,None,183952,100435,0.00824128033400017,0.0150943396226415,0.0574262328889647
Male,DB00421,DB00722,668,Spironolactone,Lisinopril,451909,2013951,4639,6.94461077844311,11.8586724316967,139.855712217541,Steroids and steroid derivatives,Carboxylic acids and derivatives,The risk or severity of adverse effects can be increased when Spironolactone is combined with Lisinopril.,Major,42452,85311,0.0157354188259682,0.00783017430343098,0.209364838649013
Male,DB00458,DB00472,122,Imipramine,Fluoxetine,30036,463462,854,7,9.13534594060594,40.8837470502262,Benzazepines,Benzene and substituted derivatives,The risk or severity of adverse effects can be increased when Fluoxetine is combined with Imipramine.,Major,2427,50073,0.0502678203543469,0.00243644279352146,0.335112680739559
Male,DB00612,DB00661,456,Bisoprolol,Verapamil,3453335,220782,2947,6.46271929824561,12.5615291142467,68.4014757401715,Benzene and substituted derivatives,Benzene and substituted derivatives,The metabolism of Bisoprolol can be decreased when combined with Verapamil.,Major,161365,10646,0.00282589161218356,0.0428329889160248,0.150003236272306
Male,DB00458,DB00476,83,Imipramine,Duloxetine,30036,298161,262,3.1566265060241,4.39645624396997,15.2216058795173,Benzazepines,Naphthalenes,Duloxetine may increase the serotonergic activities of Imipramine.,Major,2427,23479,0.0341985990935311,0.0035350738958218,0.183392841921896
Male,DB00246,DB00564,53,Ziprasidone,Carbamazepine,32367,269359,910,17.1698113207547,24.2080214368459,15.347715233226,Diazinanes,Benzazepines,The serum concentration of Ziprasidone can be decreased when it is combined with Carbamazepine.,Minor,1895,12348,0.0279683377308707,0.00429219306770327,0.289579532702378
Male,DB00222,DB00230,514,Glimepiride,Pregabalin,281252,703617,2240,4.3579766536965,6.72404145733217,73.3249889437103,Benzene and substituted derivatives,Carboxylic acids and derivatives,The risk or severity of heart failure can be increased when Pregabalin is combined with Glimepiride.,None,19859,111145,0.0258824714235359,0.00462458950020244,0.142655620513055
Male,DB00563,DB00712,43,Methotrexate,Flurbiprofen,214730,5427,280,6.51162790697674,9.95076473017994,8.82053066076224,Carboxylic acids and derivatives,Benzene and substituted derivatives,The serum concentration of Methotrexate can be increased when it is combined with Flurbiprofen.,Major,13712,1147,0.00313593932322054,0.037489102005231,0.205128620017727
Male,DB00564,DB01418,381,Carbamazepine,Acenocoumarol,269359,2278071,4589,12.0446194225722,17.2948304924528,86.6577901564418,Benzazepines,Coumarins and derivatives,The serum concentration of Acenocoumarol can be decreased when it is combined with Carbamazepine.,None,12348,100435,0.0308551992225462,0.00379349828247125,0.227448268127144
Male,DB00472,DB00564,269,Fluoxetine,Carbamazepine,463462,269359,2221,8.25650557620818,14.5539784163451,64.1941019453144,Benzene and substituted derivatives,Benzazepines,The metabolism of Carbamazepine can be decreased when combined with Fluoxetine.,Moderate,50073,12348,0.00537215665128912,0.0217849044379657,0.238639784183325
Male,DB00091,DB00175,157,Cyclosporine,Pravastatin,82747,1097378,3798,24.1910828025478,29.4766604234173,54.7360210734414,Peptidomimetics,Hydroxy acids and derivatives,The serum concentration of Pravastatin can be increased when it is combined with Cyclosporine.,Major,4013,52612,0.0391228507351109,0.00298411008895309,0.348637076900901
Male,DB00370,DB01367,190,Mirtazapine,Rasagiline,532472,145113,2628,13.8315789473684,16.9453854320527,58.4511066489351,Piperazinoazepines,Indanes,The risk or severity of adverse effects can be increased when Rasagiline is combined with Mirtazapine.,Major,47355,6579,0.00401224791468694,0.0288797689618483,0.307637403415448
Male,DB00571,DB01174,123,Propranolol,Phenobarbital,431918,162466,1514,12.3089430894309,22.0127124527969,31.3507934518388,Naphthalenes,Diazines,The metabolism of Propranolol can be increased when combined with Phenobarbital.,Moderate,31872,4136,0.00385918674698795,0.0297388781431335,0.254884499608445
Male,DB00612,DB00871,1103,Bisoprolol,Terbutaline,3453335,171313,2426,2.19945602901179,4.59662541665823,81.4232128888016,Benzene and substituted derivatives,Phenols,Bisoprolol may decrease the bronchodilatory activities of Terbutaline.,Moderate,161365,67089,0.00683543519350541,0.0164408472327803,0.073819775964462
Male,DB00390,DB00808,269,Digoxin,Indapamide,381294,470486,1765,6.56133828996283,10.6094575378326,55.2556413179149,Steroids and steroid derivatives,Benzene and substituted derivatives,The risk or severity of adverse effects can be increased when Indapamide is combined with Digoxin.,Moderate,32281,20090,0.0083330751835445,0.0133897461423594,0.205411306014553
Male,DB00252,DB00996,239,Phenytoin,Gabapentin,141924,561783,3162,13.2301255230126,20.5606648087832,70.3215636320966,Azolidines,Carboxylic acids and derivatives,The risk or severity of adverse effects can be increased when Gabapentin is combined with Phenytoin.,Moderate,5491,93234,0.0435257694409033,0.00256344252096875,0.294232483816304
Male,DB00682,DB00863,350,Warfarin,Ranitidine,154725,1139997,2900,8.28571428571429,11.2506515024888,66.4133630942225,Coumarins and derivatives,Organonitrogen compounds,The serum concentration of Warfarin can be increased when it is combined with Ranitidine.,Moderate,9901,111032,0.0353499646500353,0.00315224439801138,0.189752465983493
Male,DB00390,DB00829,1162,Digoxin,Diazepam,381294,1536178,4388,3.77624784853701,6.57755851391525,212.65518078893,Steroids and steroid derivatives,Benzodiazepines,,Moderate,32281,378455,0.0359964065549394,0.0030703782484047,0.183007900851058
Male,DB00277,DB00537,546,Theophylline,Ciprofloxacin,73695,606403,983,1.8003663003663,1.87657697683349,85.7086334648653,Imidazopyrimidines,Quinolines and derivatives,,Major,7514,372733,0.0726643598615917,0.00146485554002463,0.15697551916642
Male,DB00421,DB00790,180,Spironolactone,Perindopril,451909,160798,1603,8.90555555555556,12.4952268975141,55.3958878267374,Steroids and steroid derivatives,Carboxylic acids and derivatives,The risk or severity of adverse effects can be increased when Spironolactone is combined with Perindopril.,Major,42452,7177,0.00424008291717705,0.0250801170405462,0.307754932370763
Male,DB00334,DB00989,177,Olanzapine,Rivastigmine,496341,120210,1231,6.95480225988701,10.2634718613234,42.7731001881004,Benzodiazepines,Benzene and substituted derivatives,,Moderate,29990,9988,0.00590196732244081,0.0177212655186223,0.241655933266104
Male,DB00564,DB00683,83,Carbamazepine,Midazolam,269359,45970,617,7.43373493975904,15.1916157645802,16.3728016518358,Benzazepines,Benzodiazepines,The metabolism of Midazolam can be increased when combined with Carbamazepine.,Moderate,12348,5340,0.00672173631357305,0.0155430711610487,0.197262670504046
Male,DB00316,DB00951,1313,Acetaminophen,Isoniazid,8283157,31082,2204,1.67859862909368,1.68393788933872,251.792510787973,Phenols,Pyridines and derivatives,The risk or severity of adverse effects can be increased when Isoniazid is combined with Acetaminophen.,Moderate,1648170,10049,0.000796641123185108,0.130659767141009,0.191768858178197
Male,DB00794,DB01418,135,Primidone,Acenocoumarol,20429,2278071,1094,8.1037037037037,13.544439886974,26.2825320467757,Diazines,Coumarins and derivatives,The metabolism of Acenocoumarol can be increased when combined with Primidone.,None,1746,100435,0.077319587628866,0.00134415293473391,0.194685422568709
Male,DB00472,DB00540,85,Fluoxetine,Nortriptyline,463462,14140,507,5.96470588235294,11.7477931654291,29.8839058394063,Benzene and substituted derivatives,Dibenzocycloheptenes,The risk or severity of adverse effects can be increased when Fluoxetine is combined with Nortriptyline.,Major,50073,1393,0.00169752161843708,0.0610193826274228,0.351575362816545
Male,DB01137,DB01403,442,Levofloxacin,Methotrimeprazine,321634,127655,595,1.34615384615385,0.916018275989418,82.4602120864571,Quinolines and derivatives,Benzothiazines,Methotrimeprazine may increase the QTc-prolonging activities of Levofloxacin.,Moderate,195141,9686,0.00226502887655593,0.0456328721866612,0.186561565806464
Male,DB00687,DB00945,212,Fludrocortisone,Acetylsalicylic acid,17643,10896468,1823,8.59905660377358,11.7358202857223,46.4105720172788,Steroids and steroid derivatives,Benzene and substituted derivatives,The risk or severity of adverse effects can be increased when Acetylsalicylic acid is combined with Fludrocortisone.,Moderate,1176,373902,0.180272108843537,0.000566993490272852,0.218917792534334
Male,DB00502,DB00571,292,Haloperidol,Propranolol,163095,431918,1440,4.93150684931507,9.28262429880716,70.4760603906869,Organooxygen compounds,Naphthalenes,The metabolism of Propranolol can be decreased when combined with Haloperidol.,Moderate,26349,31872,0.0110820144977039,0.00916164658634538,0.241356371200982
Male,DB00656,DB00682,212,Trazodone,Warfarin,353491,154725,971,4.58018867924528,6.08768346841594,42.3550715821043,Diazinanes,Coumarins and derivatives,Trazodone may decrease the anticoagulant activities of Warfarin.,Minor,44939,9901,0.00471750595251341,0.0214119785880214,0.199788073500492
Male,DB00091,DB00641,398,Cyclosporine,Simvastatin,82747,11154281,6769,17.0075376884422,24.596644186896,109.232071145726,Peptidomimetics,Lactones,The serum concentration of Simvastatin can be increased when it is combined with Cyclosporine.,Major,4013,391184,0.0991776725641665,0.00101742402552252,0.274452440064637
Male,DB00669,DB01356,72,Sumatriptan,Lithium cation,48325,147832,330,4.58333333333333,6.80668685305068,12.1378461491345,Indoles and derivatives,Homogeneous alkali metal compounds,The risk or severity of adverse effects can be increased when Sumatriptan is combined with Lithium.,None,8309,6247,0.0086653026838368,0.0115255322554826,0.168581196515757
